Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title 
"Administration, Department of",200,2024,2024-04-15,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,22300.87,"Administration, Department of"
"Administration, Department of",200,2024,2023-07-21,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,12.78,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-26,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-12.15,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,10415.18,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-06,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,73.95,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-02,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,30139.25,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-09,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,413.54,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-03,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,23237.93,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-03,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,365.38,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-04,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,142726.44,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-07,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,68.49,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-09,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,554.28,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-18,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,550.96,"Administration, Department of"
"Administration, Department of",200,2024,2023-08-29,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,22680.08,"Administration, Department of"
"Administration, Department of",200,2024,2023-09-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,152667.37,"Administration, Department of"
"Administration, Department of",200,2024,2023-09-05,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,30799.74,"Administration, Department of"
"Administration, Department of",200,2024,2023-09-15,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-94.87,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-12,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,138449.98,"Administration, Department of"
"Administration, Department of",200,2024,2023-09-29,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-209.34,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-19,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,0,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,9002.34,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-04,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,1094.35,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-05,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,140926.78,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-08,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,52547.14,"Administration, Department of"
"Administration, Department of",200,2024,2024-01-19,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-5.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,9054.29,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-02,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,140042.27,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-05,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,522.52,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-07,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,413.54,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-08,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,29583.94,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-09,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,22420.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-16,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-16.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-02-29,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,22575.42,"Administration, Department of"
"Agriculture, Department of",210,2024,2024-04-11,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,370.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-26,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3135,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-22,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1357.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-29,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1698.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-07,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1673,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-02,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,545,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-17,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,287.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-23,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1075,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-03,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,20.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-18,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2027,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-26,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,172.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-04,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,489.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-04-24,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1101,"Agriculture, Department of"
"Administration, Department of",200,2024,2024-03-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,147848.15,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-04,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,73.95,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-06,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,30111.78,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-15,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-31.68,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-22,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-15.84,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-29,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-13.85,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-24,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-59.42,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,8245.1,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-04,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,73.95,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-07,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,136473.14,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-07,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,29626.14,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-21,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,-16.28,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-05,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,431.54,"Administration, Department of"
"Agriculture, Department of",210,2024,2023-10-05,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,63,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-06,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,581,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-10,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3476.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-11,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,50,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-12,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1733.25,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,131,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-17,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,10694.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-19,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,513.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-20,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1635,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-23,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2341.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-24,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,768.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-27,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,143,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-10-30,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,9808.6,"Agriculture, Department of"
"Administration, Department of",200,2024,2024-06-05,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,22045.51,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-01,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,,9019.37,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-30,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,SARAH SERRATO-GARCIA,63.72,"Administration, Department of"
"Administration, Department of",200,2024,2024-06-30,437502,Revenue,,,General Government,46176,"Group Ins Acct Appd&Cont Isf,: Principal Supplemental",Dedicated,SARAH SERRATO-GARCIA,0,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-02,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,31203.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-10,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-22,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,27414.24,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-06,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,117012,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-02,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11812.64,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-05,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,46804,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-25,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,4457.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-06,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,179864.16,"Administration, Department of"
"Agriculture, Department of",210,2024,2023-11-01,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,543.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-03,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,25,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-06,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,198,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-07,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,801,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-08,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,242,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-09,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1393.8,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,5331.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-14,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,580,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-15,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1790,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-16,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,722.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-17,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,243,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-20,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1331,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-21,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2070.5,"Agriculture, Department of"
"Administration, Department of",200,2024,2023-10-10,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,113668.8,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-13,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,20059.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-07,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,13372.8,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-19,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,3343.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-18,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,11144,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-22,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,3343.2,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-23,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,21173.6,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-25,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,161362.18,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-26,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,21173.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-25,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,5572,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-27,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,1114.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-04,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,-94055.36,"Administration, Department of"
"Administration, Department of",200,2024,2024-03-29,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,114560.32,"Administration, Department of"
"Agriculture, Department of",210,2024,2023-11-22,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,872,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-27,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2387.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-11-30,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,614.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-01,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,491.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-04,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3287.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-06,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,18,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-07,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1970,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-11,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3786,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,145,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2023-12-14,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,941.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-06,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2004.3,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,448,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-14,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,1019.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-17,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,4558.65,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-20,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2758,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-22,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,87.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-23,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,229,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-24,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,135,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-28,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,612,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-29,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,368,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-30,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,2234,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-05-31,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,775.25,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-03,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,981,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-06,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,86,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-11,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,36,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3373.5,"Agriculture, Department of"
"Administration, Department of",200,2024,2023-10-27,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,4457.6,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-01,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,47700.27,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-05,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,144649.12,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-30,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,33432,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-08,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,40118,"Administration, Department of"
"Administration, Department of",200,2024,2023-10-31,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,27191.36,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-01,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,25631.2,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-18,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,15601.6,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-02,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,14041.44,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-26,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,1114.4,"Administration, Department of"
"Administration, Department of",200,2024,2024-04-29,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,47919.2,"Administration, Department of"
"Administration, Department of",200,2024,2023-11-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,31202.8,"Administration, Department of"
"Administration, Department of",200,2024,2024-05-03,437500,Revenue,,,General Government,46195,"Group Ins Acct Appd&Cont Isf,: Medical Sweep Acct Reserve",Dedicated,,188937.62,"Administration, Department of"
"Agriculture, Department of",210,2024,2024-06-13,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,104,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-14,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,771,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-18,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,4018.5,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-19,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,3094,"Agriculture, Department of"
"Agriculture, Department of",210,2024,2024-06-20,438500,Revenue,,,Economic Development,33002,Ag Department Inspection Acct: FundSeed Lab,Dedicated,,40.5,"Agriculture, Department of"
